"","N_iter","ARI","Frobenius_norm","Simulation","Inference","N_seeds","Model"
"86",1,0.0202157563016446,8597.46666666667,12,"Consensus",30,"Consensus (1, 30)"
"87",10,0.0568710491368707,9551.33333333333,12,"Consensus",30,"Consensus (10, 30)"
"88",100,0.00200420776609198,13804.6666666667,12,"Consensus",30,"Consensus (100, 30)"
"89",1000,0.00391539841683638,16242.8666666667,12,"Consensus",30,"Consensus (1000, 30)"
"90",10000,0.00159151573302576,16091.6,12,"Consensus",30,"Consensus (10000, 30)"
"91",1,0.0286733112390173,8621.48,12,"Consensus",50,"Consensus (1, 50)"
"92",10,0.0766759685703837,9813.6,12,"Consensus",50,"Consensus (10, 50)"
"93",100,0.00720083170735022,14446.36,12,"Consensus",50,"Consensus (100, 50)"
"94",1000,-0.000141235478780457,16466.6,12,"Consensus",50,"Consensus (1000, 50)"
"95",10000,3.43033791021691e-05,16222,12,"Consensus",50,"Consensus (10000, 50)"
"96",1,0.0574523034947893,8617.54,12,"Consensus",100,"Consensus (1, 100)"
"97",10,0.0701317995651091,9736.68,12,"Consensus",100,"Consensus (10, 100)"
"98",100,0.00428516768325795,14551.3,12,"Consensus",100,"Consensus (100, 100)"
"99",1000,-0.000485339283267949,16368.52,12,"Consensus",100,"Consensus (1000, 100)"
"100",10000,-0.000897416448627338,16262.42,12,"Consensus",100,"Consensus (10000, 100)"
"101",1,0.0477519043178327,8584,13,"Consensus",1,"Consensus (1, 1)"
"102",10,0.0359478914086524,9308,13,"Consensus",1,"Consensus (10, 1)"
"103",100,0.00158509419148993,17178,13,"Consensus",1,"Consensus (100, 1)"
"104",1000,0.0183998141831317,19450,13,"Consensus",1,"Consensus (1000, 1)"
"105",10000,0.00741661857711461,19916,13,"Consensus",1,"Consensus (10000, 1)"
"106",1,0.0342618443743899,8613.4,13,"Consensus",10,"Consensus (1, 10)"
"107",10,0.0535378639890492,9940.2,13,"Consensus",10,"Consensus (10, 10)"
"108",100,0.00616998336190524,16133.8,13,"Consensus",10,"Consensus (100, 10)"
"109",1000,0.00342208496786583,18226.8,13,"Consensus",10,"Consensus (1000, 10)"
"110",10000,0.0049086021920949,18259.4,13,"Consensus",10,"Consensus (10000, 10)"
"111",1,0.0530471669735425,8609.2,13,"Consensus",30,"Consensus (1, 30)"
"112",10,0.0642361357080246,9739.4,13,"Consensus",30,"Consensus (10, 30)"
"113",100,0.00948232178044307,15249,13,"Consensus",30,"Consensus (100, 30)"
"114",1000,0.00477976112894114,17718.8666666667,13,"Consensus",30,"Consensus (1000, 30)"
"115",10000,0.000572902345376569,17808.2,13,"Consensus",30,"Consensus (10000, 30)"
"116",1,0.0245593384013174,8609.76,13,"Consensus",50,"Consensus (1, 50)"
"117",10,0.0613087773448529,9656.56,13,"Consensus",50,"Consensus (10, 50)"
"118",100,0.00677106426108366,15357.92,13,"Consensus",50,"Consensus (100, 50)"
"119",1000,0.00237530402975499,17704.28,13,"Consensus",50,"Consensus (1000, 50)"
"120",10000,0.00406890997599174,17867.52,13,"Consensus",50,"Consensus (10000, 50)"
"121",1,0.0467969475484836,8609.54,13,"Consensus",100,"Consensus (1, 100)"
"122",10,0.0477379720363472,9652.12,13,"Consensus",100,"Consensus (10, 100)"
"123",100,0.00752347671463833,15695.62,13,"Consensus",100,"Consensus (100, 100)"
"124",1000,0.00373339671133087,17628.16,13,"Consensus",100,"Consensus (1000, 100)"
"125",10000,0.00138765095480319,17408.28,13,"Consensus",100,"Consensus (10000, 100)"
"126",1,0.00898733789017025,9122,14,"Consensus",1,"Consensus (1, 1)"
"127",10,0.00262548788093361,10920,14,"Consensus",1,"Consensus (10, 1)"
"128",100,0.0106871027950437,20698,14,"Consensus",1,"Consensus (100, 1)"
"129",1000,-0.00424585281627215,20514,14,"Consensus",1,"Consensus (1000, 1)"
"130",10000,0.0106342417686204,21004,14,"Consensus",1,"Consensus (10000, 1)"
"131",1,0.022631199246372,8745.2,14,"Consensus",10,"Consensus (1, 10)"
"132",10,0.0757989397990745,9651.8,14,"Consensus",10,"Consensus (10, 10)"
"133",100,0.00258698110426029,16990.6,14,"Consensus",10,"Consensus (100, 10)"
"134",1000,0.00149893078359031,20589.2,14,"Consensus",10,"Consensus (1000, 10)"
"135",10000,0.00173689969073001,21655.8,14,"Consensus",10,"Consensus (10000, 10)"
"136",1,0.0563218806048809,8775.2,14,"Consensus",30,"Consensus (1, 30)"
"137",10,0.0641995975143741,9618.26666666667,14,"Consensus",30,"Consensus (10, 30)"
"138",100,-0.00331739716482052,16293.4666666667,14,"Consensus",30,"Consensus (100, 30)"
"139",1000,0.001035410586376,20820.1333333333,14,"Consensus",30,"Consensus (1000, 30)"
"140",10000,0.00220601675160028,19855.8666666667,14,"Consensus",30,"Consensus (10000, 30)"
"141",1,0.0560532527738483,8748.16,14,"Consensus",50,"Consensus (1, 50)"
"142",10,0.0734573096576779,9652.44,14,"Consensus",50,"Consensus (10, 50)"
"143",100,-0.00106701174615663,16527.6,14,"Consensus",50,"Consensus (100, 50)"
"144",1000,0.0029752194134235,20501.36,14,"Consensus",50,"Consensus (1000, 50)"
"145",10000,0.00417207375195709,20240.88,14,"Consensus",50,"Consensus (10000, 50)"
"146",1,0.0502834459678345,8752.22,14,"Consensus",100,"Consensus (1, 100)"
"147",10,0.0815106017984452,9585,14,"Consensus",100,"Consensus (10, 100)"
"148",100,0.000999334167771657,16445.78,14,"Consensus",100,"Consensus (100, 100)"
"149",1000,0.00341224526995867,20391.18,14,"Consensus",100,"Consensus (1000, 100)"
"150",10000,-0.000334275630015698,19961.04,14,"Consensus",100,"Consensus (10000, 100)"
"151",1,0.0104405677271254,8816,15,"Consensus",1,"Consensus (1, 1)"
"152",10,0.0056083101032593,10876,15,"Consensus",1,"Consensus (10, 1)"
"153",100,0.0154600575040844,15464,15,"Consensus",1,"Consensus (100, 1)"
"154",1000,0.00687818863905436,19170,15,"Consensus",1,"Consensus (1000, 1)"
"155",10000,0.0354031928169386,16204,15,"Consensus",1,"Consensus (10000, 1)"
"156",1,0.0577821546857979,8620.8,15,"Consensus",10,"Consensus (1, 10)"
"157",10,0.0766745851620937,9722.6,15,"Consensus",10,"Consensus (10, 10)"
"158",100,0.0100611800004689,14961.6,15,"Consensus",10,"Consensus (100, 10)"
